SFRPD_AUC,SFRPD_Acc,Best_Base_Model,Best_Base_AUC,Delta_AUC,Delta_Acc,McNemar_sig
0.9995,0.9906,Xception (RGB),0.9985,0.0010000000000000009,0.011099999999999999,5
